CVE_INEGI,CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,Tarifa,Consumo 2010,Consumo 2011,Consumo 2012,Consumo 2013,Consumo 2014,Consumo 2015,Consumo 2016,Usuarios 2010,Usuarios 2011,Usuarios 2012,Usuarios 2013,Usuarios 2014,Usuarios 2015,Usuarios 2016
1001.0,1,1,Aguascalientes                                    ,Aguascalientes                                    ,1,281228528.0,290328904.0,288575239.0,293812094.0,297502527.0,300805383.0,306498937.0,231727.0,236475.0,244474.0,251805.0,258658.0,266481.0,272797.0
1001.0,1,1,Aguascalientes                                    ,Aguascalientes                                    ,DAC,21332290.0,19102368.0,15153914.0,14476334.0,13079553.0,11900606.0,12646327.0,4251.0,3827.0,3231.0,3081.0,2720.0,2500.0,2788.0
1002.0,1,2,Aguascalientes                                    ,Asientos                                          ,1,12453905.0,11911492.0,11319622.0,11940142.0,12002649.0,12342338.0,12505292.0,10536.0,10823.0,11147.0,11453.0,11699.0,12105.0,12538.0
1002.0,1,2,Aguascalientes                                    ,Asientos                                          ,DAC,351619.0,446171.0,442595.0,320024.0,349315.0,308396.0,322084.0,88.0,79.0,81.0,84.0,80.0,84.0,101.0
1003.0,1,3,Aguascalientes                                    ,Calvillo                                          ,1,17105088.0,17587571.0,17218182.0,17399194.0,17933324.0,18563252.0,18441071.0,15405.0,15796.0,16282.0,16640.0,17037.0,17442.0,17981.0
1003.0,1,3,Aguascalientes                                    ,Calvillo                                          ,DAC,473700.0,359322.0,260501.0,268949.0,296810.0,321688.0,414029.0,91.0,81.0,66.0,62.0,63.0,90.0,113.0
1004.0,1,4,Aguascalientes                                    ,Cosio                                             ,1,3894586.0,3952981.0,3812426.0,3818094.0,3946893.0,4020116.0,4027320.0,3504.0,3611.0,3687.0,3767.0,3847.0,3947.0,3994.0
1004.0,1,4,Aguascalientes                                    ,Cosio                                             ,DAC,121266.0,142841.0,75197.0,125973.0,66607.0,88051.0,176355.0,25.0,25.0,15.0,20.0,20.0,27.0,28.0
1005.0,1,5,Aguascalientes                                    ,Jesus Maria                                       ,1,29415268.0,31347766.0,31270993.0,32992698.0,34085993.0,35559531.0,37151685.0,25765.0,27519.0,29164.0,30321.0,31540.0,33256.0,34221.0
1005.0,1,5,Aguascalientes                                    ,Jesus Maria                                       ,DAC,1792779.0,1791185.0,1486982.0,1451081.0,1369593.0,1567116.0,2078458.0,338.0,326.0,317.0,319.0,284.0,351.0,457.0
1006.0,1,6,Aguascalientes                                    ,Pabellon de Arteaga                               ,1,11861147.0,12247086.0,11833997.0,11838249.0,11932030.0,12169817.0,12644833.0,9958.0,10119.0,10408.0,10564.0,10749.0,11063.0,11259.0
1006.0,1,6,Aguascalientes                                    ,Pabellon de Arteaga                               ,DAC,701503.0,575444.0,443824.0,439004.0,452463.0,421653.0,550184.0,112.0,116.0,85.0,73.0,79.0,91.0,134.0
1007.0,1,7,Aguascalientes                                    ,Rincon de Romos                                   ,1,14041309.0,14557149.0,13892691.0,14194680.0,14321300.0,14449193.0,14284279.0,12589.0,12959.0,13088.0,13365.0,13739.0,14247.0,14423.0
1007.0,1,7,Aguascalientes                                    ,Rincon de Romos                                   ,DAC,638147.0,621701.0,602707.0,483487.0,558197.0,526143.0,569124.0,129.0,116.0,118.0,111.0,104.0,105.0,150.0
1008.0,1,8,Aguascalientes                                    ,San Jose de Gracia                                ,1,2201737.0,2268085.0,2199162.0,2248943.0,2285349.0,2223568.0,2401158.0,2257.0,2349.0,2399.0,2458.0,2543.0,2618.0,2719.0
1008.0,1,8,Aguascalientes                                    ,San Jose de Gracia                                ,DAC,147679.0,116862.0,83318.0,108267.0,74199.0,95018.0,118455.0,33.0,26.0,23.0,25.0,16.0,22.0,23.0
1009.0,1,9,Aguascalientes                                    ,Tepezala                                          ,1,4998330.0,5155507.0,4933472.0,5132840.0,5187120.0,5285988.0,5253576.0,4574.0,4738.0,4890.0,4999.0,5119.0,5300.0,5406.0
1009.0,1,9,Aguascalientes                                    ,Tepezala                                          ,DAC,151116.0,171476.0,145191.0,128305.0,96125.0,148368.0,159176.0,39.0,38.0,32.0,31.0,29.0,29.0,43.0
1010.0,1,10,Aguascalientes                                    ,El Llano                                          ,1,11180060.0,12405572.0,5425672.0,4611255.0,4793995.0,4969827.0,4910011.0,11008.0,12020.0,4669.0,4784.0,4885.0,5109.0,5077.0
1010.0,1,10,Aguascalientes                                    ,El Llano                                          ,DAC,497039.0,515341.0,187166.0,170350.0,163719.0,180067.0,155518.0,92.0,102.0,38.0,33.0,31.0,36.0,31.0
1011.0,1,11,Aguascalientes                                    ,San Francisco de los Romo                         ,1,4648200.0,4787617.0,11777787.0,12883343.0,13263056.0,14783748.0,14751414.0,4526.0,4506.0,13597.0,13257.0,14074.0,15129.0,15683.0
1011.0,1,11,Aguascalientes                                    ,San Francisco de los Romo                         ,DAC,185576.0,174238.0,338363.0,381314.0,405554.0,438839.0,584989.0,42.0,32.0,89.0,84.0,64.0,69.0,92.0
2001.0,2,1,Baja California                                   ,Ensenada                                          ,1,142441418.0,150692600.0,154505320.0,160187002.0,163901603.0,167652214.0,171989753.0,103451.0,107364.0,111403.0,115402.0,119298.0,121978.0,124635.0
2001.0,2,1,Baja California                                   ,Ensenada                                          ,DAC,24416304.0,23318636.0,21265331.0,17198614.0,18519513.0,17631853.0,18883986.0,5283.0,4917.0,4793.0,4504.0,4016.0,4159.0,4255.0
2002.0,2,2,Baja California                                   ,Mexicali                                          ,1F,1839181014.0,1952689172.0,2089741801.0,1994863239.0,2052454024.0,2093116370.0,2169737455.0,318241.0,322497.0,326172.0,329053.0,331211.0,337160.0,344192.0
2002.0,2,2,Baja California                                   ,Mexicali                                          ,DAC,2855261.0,3380051.0,3931866.0,37845422.0,2883500.0,3179850.0,3499268.0,68.0,98.0,101.0,61.0,61.0,56.0,74.0
2003.0,2,3,Baja California                                   ,Tecate                                            ,1A,47443724.0,48011873.0,49832349.0,49482379.0,50621412.0,53610722.0,54443439.0,28655.0,29439.0,30181.0,30873.0,31965.0,33260.0,33663.0
2003.0,2,3,Baja California                                   ,Tecate                                            ,DAC,8794057.0,8125507.0,7642845.0,6249794.0,6545792.0,6855551.0,8494280.0,1617.0,1559.0,1563.0,1534.0,1340.0,1492.0,1886.0
2004.0,2,4,Baja California                                   ,Tijuana                                           ,1,596695405.0,613644030.0,640666940.0,642388177.0,684577182.0,721975030.0,803347073.0,413670.0,431146.0,445987.0,459408.0,472236.0,494155.0,524585.0
2004.0,2,4,Baja California                                   ,Tijuana                                           ,DAC,121997981.0,110722194.0,102871915.0,85513782.0,93047093.0,93873238.0,85271248.0,25900.0,23765.0,23875.0,24147.0,21487.0,23549.0,13361.0
2005.0,2,5,Baja California                                   ,Playas de Rosarito                                ,1,37663301.0,41505158.0,44005677.0,43223866.0,46770960.0,50739015.0,55874423.0,27344.0,28339.0,29104.0,30204.0,31844.0,35885.0,37229.0
2005.0,2,5,Baja California                                   ,Playas de Rosarito                                ,DAC,12032257.0,11712601.0,11638314.0,9678320.0,11270495.0,11941684.0,14512062.0,2389.0,2324.0,2436.0,2593.0,2506.0,2832.0,3474.0
2006.0,2,6,Baja California                                   ,San Quintín,1,47950593.0,50728220.0,52011710.0,53924355.0,55174816.0,56437399.0,57897560.0,34824.0,36142.0,37502.0,38849.0,40160.0,41063.0,41956.0
2006.0,2,6,Baja California                                   ,San Quintín,DAC,8219353.0,7849840.0,7158629.0,5789635.0,6234294.0,5935477.0,6356987.0,1779.0,1655.0,1614.0,1516.0,1352.0,1400.0,1433.0
3001.0,3,1,Baja California Sur                               ,Comondu                                           ,1C,39588396.0,43542198.0,45092739.0,44820882.0,52925228.0,52779622.0,50142512.0,19640.0,20320.0,20947.0,21515.0,21901.0,22497.0,23167.0
3001.0,3,1,Baja California Sur                               ,Comondu                                           ,DAC,738130.0,675036.0,932110.0,742076.0,1136176.0,1510114.0,1025461.0,72.0,78.0,86.0,66.0,124.0,123.0,95.0
3002.0,3,2,Baja California Sur                               ,Mulege                                            ,1E,34304144.0,38274007.0,41422022.0,41622542.0,44105906.0,41642120.0,42100122.0,15026.0,15615.0,16233.0,16918.0,17266.0,17744.0,18569.0
3002.0,3,2,Baja California Sur                               ,Mulege                                            ,DAC,1832023.0,1888799.0,2099780.0,2486332.0,2573200.0,2770008.0,2282137.0,342.0,414.0,483.0,471.0,570.0,550.0,476.0
3003.0,3,3,Baja California Sur                               ,La Paz                                            ,1E,229928040.0,256464054.0,263396803.0,268588402.0,312408723.0,323089664.0,326274887.0,81148.0,84429.0,88109.0,91400.0,94072.0,96341.0,98984.0
3003.0,3,3,Baja California Sur                               ,La Paz                                            ,DAC,8184617.0,8930104.0,8358310.0,6584307.0,7250787.0,5661953.0,3111451.0,720.0,940.0,729.0,603.0,460.0,300.0,307.0
3008.0,3,8,Baja California Sur                               ,Los Cabos                                         ,1C,195098224.0,214527194.0,222665333.0,216706648.0,227847307.0,259877991.0,281475386.0,74104.0,75992.0,77692.0,80652.0,83810.0,90441.0,93507.0
3008.0,3,8,Baja California Sur                               ,Los Cabos                                         ,DAC,39550030.0,39006694.0,40489444.0,45478265.0,38496179.0,41424530.0,51112037.0,1754.0,1916.0,1720.0,1610.0,1664.0,2066.0,2140.0
3009.0,3,9,Baja California Sur                               ,Loreto                                            ,1E,22211404.0,23747240.0,22829308.0,22340614.0,25564315.0,25922675.0,26416163.0,5695.0,5773.0,5882.0,5939.0,6123.0,6267.0,6308.0
3009.0,3,9,Baja California Sur                               ,Loreto                                            ,DAC,106262.0,59404.0,51501.0,60083.0,90765.0,103055.0,28373.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0
4001.0,4,1,Campeche                                          ,Calkini                                           ,1C,18244870.0,19764838.0,20129606.0,20935015.0,21096963.0,24086047.0,24863215.0,12497.0,12999.0,13545.0,14215.0,15242.0,15266.0,15645.0
4001.0,4,1,Campeche                                          ,Calkini                                           ,DAC,11181.0,20495.0,56271.0,91732.0,37767.0,50297.0,121716.0,0.0,3.0,2.0,5.0,2.0,7.0,10.0
4002.0,4,2,Campeche                                          ,Campeche                                          ,1C,159087696.0,172717096.0,177535043.0,185324873.0,189854700.0,208990479.0,219582819.0,78468.0,81044.0,83042.0,85202.0,88591.0,89218.0,92647.0
4002.0,4,2,Campeche                                          ,Campeche                                          ,DAC,4237696.0,4213405.0,4393535.0,3621045.0,3643063.0,3809312.0,5321054.0,260.0,286.0,270.0,263.0,241.0,315.0,346.0
4003.0,4,3,Campeche                                          ,Carmen                                            ,1C,177115942.0,198007512.0,210974910.0,223224986.0,244859720.0,259359102.0,262075706.0,65021.0,67956.0,70479.0,75952.0,81041.0,83184.0,85805.0
4003.0,4,3,Campeche                                          ,Carmen                                            ,DAC,18959972.0,16729855.0,19931500.0,18729415.0,18469052.0,15513818.0,19578089.0,1015.0,895.0,1090.0,1278.0,1185.0,1292.0,1148.0
4004.0,4,4,Campeche                                          ,Champoton                                         ,1C,24492781.0,26384044.0,27878247.0,29092666.0,32133718.0,32498978.0,34125945.0,16695.0,17643.0,17724.0,19390.0,20179.0,20468.0,20500.0
4004.0,4,4,Campeche                                          ,Champoton                                         ,DAC,165620.0,197564.0,280269.0,371139.0,328710.0,142413.0,249418.0,5.0,3.0,10.0,15.0,19.0,14.0,19.0
4005.0,4,5,Campeche                                          ,Hecelchakan                                       ,1C,8865525.0,9778821.0,10170610.0,10654453.0,10816955.0,11858604.0,12396906.0,6074.0,6282.0,6602.0,6914.0,7385.0,7455.0,7570.0
4005.0,4,5,Campeche                                          ,Hecelchakan                                       ,DAC,128165.0,1739.0,14568.0,38599.0,88427.0,95696.0,152989.0,0.0,1.0,1.0,2.0,7.0,7.0,10.0
4006.0,4,6,Campeche                                          ,Hopelchen                                         ,1C,9575756.0,9979717.0,10660222.0,10825513.0,11611212.0,12760122.0,12843890.0,7312.0,7719.0,8063.0,8782.0,9532.0,9354.0,9263.0
4006.0,4,6,Campeche                                          ,Hopelchen                                         ,DAC,70871.0,110639.0,133178.0,191053.0,148029.0,178133.0,220322.0,1.0,5.0,2.0,9.0,10.0,12.0,15.0
4007.0,4,7,Campeche                                          ,Palizada                                          ,1C,3686082.0,3860044.0,3972892.0,4290818.0,4199566.0,4671487.0,4961989.0,2601.0,2649.0,2722.0,2785.0,2856.0,2977.0,2864.0
4007.0,4,7,Campeche                                          ,Palizada                                          ,DAC,41027.0,21416.0,42041.0,51744.0,54238.0,54675.0,86904.0,3.0,2.0,4.0,7.0,4.0,6.0,5.0
4008.0,4,8,Campeche                                          ,Tenabo                                            ,1C,2990365.0,3278219.0,3335068.0,4071016.0,3766238.0,4109515.0,4329299.0,2122.0,2183.0,2371.0,2581.0,2794.0,2794.0,2826.0
4008.0,4,8,Campeche                                          ,Tenabo                                            ,DAC,6589.0,32351.0,6498.0,64407.0,66273.0,34857.0,29761.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
4009.0,4,9,Campeche                                          ,Escarcega                                         ,1C,17791056.0,18446229.0,19356827.0,19957667.0,20726313.0,22637247.0,24901630.0,13146.0,13467.0,14244.0,14411.0,16043.0,15838.0,16461.0
4009.0,4,9,Campeche                                          ,Escarcega                                         ,DAC,95711.0,106190.0,90500.0,141483.0,80327.0,270211.0,313225.0,4.0,5.0,7.0,9.0,4.0,12.0,7.0
4010.0,4,10,Campeche                                          ,Calakmul                                          ,1C,4262334.0,4363586.0,4328198.0,4625465.0,4740188.0,5236803.0,5418662.0,4239.0,3974.0,4261.0,4701.0,5343.0,4960.0,6882.0
4010.0,4,10,Campeche                                          ,Calakmul                                          ,DAC,33613.0,106242.0,38404.0,124916.0,118060.0,15817.0,71123.0,1.0,1.0,0.0,5.0,3.0,3.0,3.0
4011.0,4,11,Campeche                                          ,Candelaria                                        ,1C,7803086.0,7899667.0,8032508.0,8433149.0,14095002.0,2875523.0,12569488.0,7456.0,7516.0,7854.0,8297.0,9575.0,9693.0,9515.0
4011.0,4,11,Campeche                                          ,Candelaria                                        ,DAC,53019.0,28523.0,51240.0,32922.0,23447.0,3955756.0,95999.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0
4012.0,4,12,Campeche                                          ,Seybaplaya,1C,4185141.0,4508306.0,4763624.0,4971134.0,5490767.0,5553179.0,5831183.0,2853.0,3015.0,3029.0,3313.0,3448.0,3497.0,3503.0
4012.0,4,12,Campeche                                          ,Seybaplaya,DAC,28300.0,33758.0,47890.0,63417.0,56168.0,24334.0,42619.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0
5001.0,5,1,Coahuila de Zaragoza                              ,Abasolo                                           ,1D,860725.0,880573.0,928991.0,954620.0,967746.0,987242.0,1022222.0,562.0,559.0,562.0,562.0,560.0,571.0,569.0
5001.0,5,1,Coahuila de Zaragoza                              ,Abasolo                                           ,DAC,7.0,27.0,8039.0,5.0,9.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002.0,5,2,Coahuila de Zaragoza                              ,Acuna                                             ,1E,100319903.0,119053028.0,114376699.0,117329520.0,123985962.0,131074331.0,141199784.0,36896.0,38446.0,39738.0,41098.0,43174.0,46082.0,48428.0
5002.0,5,2,Coahuila de Zaragoza                              ,Acuna                                             ,DAC,590892.0,305676.0,253271.0,494917.0,362854.0,273812.0,372430.0,16.0,7.0,4.0,1.0,6.0,6.0,8.0
5003.0,5,3,Coahuila de Zaragoza                              ,Allende                                           ,1C,18051720.0,19462920.0,17178746.0,18607850.0,19187948.0,19869728.0,20205934.0,7472.0,7450.0,7684.0,7830.0,7954.0,8231.0,8242.0
5003.0,5,3,Coahuila de Zaragoza                              ,Allende                                           ,DAC,431409.0,410335.0,252665.0,330753.0,321358.0,443167.0,431193.0,24.0,29.0,17.0,16.0,9.0,23.0,17.0
5004.0,5,4,Coahuila de Zaragoza                              ,Arteaga                                           ,1,5183224.0,4107165.0,4259087.0,4649212.0,4638752.0,3957786.0,3982465.0,4852.0,5156.0,5386.0,5756.0,5941.0,5273.0,5552.0
5004.0,5,4,Coahuila de Zaragoza                              ,Arteaga                                           ,DAC,767830.0,422443.0,399999.0,448828.0,479043.0,275664.0,299435.0,93.0,85.0,78.0,91.0,84.0,51.0,60.0
5005.0,5,5,Coahuila de Zaragoza                              ,Candela                                           ,1D,1377427.0,1464893.0,1413448.0,1437210.0,1364484.0,1395092.0,1407702.0,888.0,881.0,899.0,895.0,899.0,903.0,911.0
5005.0,5,5,Coahuila de Zaragoza                              ,Candela                                           ,DAC,10715.0,24953.0,69272.0,14442.0,30030.0,4104.0,10787.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0
5006.0,5,6,Coahuila de Zaragoza                              ,Castanos                                          ,1C,14669914.0,16606047.0,15357134.0,16887476.0,17650437.0,18936077.0,19195823.0,7619.0,7837.0,8158.0,8371.0,8702.0,9072.0,9372.0
5006.0,5,6,Coahuila de Zaragoza                              ,Castanos                                          ,DAC,49319.0,72408.0,56625.0,69492.0,62304.0,67669.0,57667.0,2.0,9.0,3.0,7.0,5.0,9.0,4.0
5007.0,5,7,Coahuila de Zaragoza                              ,Cuatro Cienegas                                   ,1C,5490115.0,6643933.0,6054332.0,6611154.0,6860828.0,7061398.0,7226812.0,3732.0,3778.0,3904.0,3972.0,4010.0,4112.0,4264.0
5007.0,5,7,Coahuila de Zaragoza                              ,Cuatro Cienegas                                   ,DAC,255181.0,24106.0,34452.0,25153.0,44086.0,75823.0,40246.0,36.0,1.0,1.0,1.0,2.0,4.0,2.0
5008.0,5,8,Coahuila de Zaragoza                              ,Escobedo                                          ,1D,1918363.0,2018690.0,2181689.0,2150348.0,2244637.0,2306422.0,2357493.0,1000.0,1031.0,1051.0,1074.0,1099.0,1125.0,1149.0
5008.0,5,8,Coahuila de Zaragoza                              ,Escobedo                                          ,DAC,37074.0,10651.0,4366.0,7435.0,27962.0,1937.0,16850.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0
5009.0,5,9,Coahuila de Zaragoza                              ,Francisco I. Madero                               ,1C,18607273.0,18992974.0,17954750.0,18074361.0,17927878.0,17750875.0,17926620.0,11914.0,11677.0,11720.0,12243.0,11813.0,12309.0,13170.0
5009.0,5,9,Coahuila de Zaragoza                              ,Francisco I. Madero                               ,DAC,110554.0,17535.0,29967.0,375849.0,290204.0,43503.0,62695.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0
5010.0,5,10,Coahuila de Zaragoza                              ,Frontera                                          ,1D,51500254.0,59694301.0,58846781.0,57892982.0,63360897.0,66627196.0,67779497.0,20590.0,21031.0,21662.0,22167.0,23636.0,24341.0,24985.0
5010.0,5,10,Coahuila de Zaragoza                              ,Frontera                                          ,DAC,401065.0,372687.0,312509.0,299904.0,379869.0,394401.0,226583.0,15.0,27.0,18.0,14.0,17.0,25.0,11.0
5011.0,5,11,Coahuila de Zaragoza                              ,General Cepeda                                    ,1A,3536523.0,3809761.0,3751511.0,3901882.0,4158030.0,3952334.0,4025234.0,3325.0,3483.0,3620.0,3682.0,3784.0,3854.0,3965.0
5011.0,5,11,Coahuila de Zaragoza                              ,General Cepeda                                    ,DAC,106585.0,101312.0,102619.0,139851.0,153902.0,133563.0,119751.0,22.0,30.0,22.0,17.0,28.0,28.0,30.0
5012.0,5,12,Coahuila de Zaragoza                              ,Guerrero                                          ,1E,376890.0,457084.0,1747552.0,1844955.0,2294370.0,1888903.0,2004196.0,232.0,233.0,686.0,705.0,710.0,737.0,745.0
5012.0,5,12,Coahuila de Zaragoza                              ,Guerrero                                          ,DAC,8574.0,0.0,8829.0,37259.0,48292.0,15348.0,18623.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0
5013.0,5,13,Coahuila de Zaragoza                              ,Hidalgo                                           ,1E,1072190.0,1072190.0,1072190.0,707618.0,854187.0,890551.0,1468004.0,503.0,503.0,503.0,402.0,390.0,383.0,748.0
5013.0,5,13,Coahuila de Zaragoza                              ,Hidalgo                                           ,DAC,49024.0,49024.0,49024.0,33284.0,68594.0,47582.0,78544.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
5014.0,5,14,Coahuila de Zaragoza                              ,Jimenez                                           ,1E,8220756.0,9400185.0,9423562.0,9925802.0,9984595.0,10440580.0,10671097.0,3522.0,3580.0,3719.0,3774.0,3865.0,4013.0,4166.0
5014.0,5,14,Coahuila de Zaragoza                              ,Jimenez                                           ,DAC,120681.0,0.0,0.0,10862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015.0,5,15,Coahuila de Zaragoza                              ,Juarez                                            ,1C,1306520.0,1478867.0,1453899.0,1415698.0,1477172.0,1531463.0,1622286.0,759.0,767.0,784.0,796.0,794.0,825.0,847.0
5015.0,5,15,Coahuila de Zaragoza                              ,Juarez                                            ,DAC,0.0,4879.0,23797.0,7539.0,467.0,10626.0,20052.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
5016.0,5,16,Coahuila de Zaragoza                              ,Lamadrid                                          ,1C,1148362.0,1285629.0,1099099.0,1302382.0,1332905.0,1390834.0,1454928.0,820.0,849.0,862.0,884.0,881.0,909.0,924.0
5016.0,5,16,Coahuila de Zaragoza                              ,Lamadrid                                          ,DAC,25361.0,15493.0,15391.0,17067.0,21974.0,2752.0,9101.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0
5017.0,5,17,Coahuila de Zaragoza                              ,Matamoros                                         ,1C,38106612.0,38623448.0,31104155.0,32331158.0,31996110.0,33081177.0,30453265.0,22686.0,20876.0,17743.0,20848.0,22917.0,20162.0,21462.0
5017.0,5,17,Coahuila de Zaragoza                              ,Matamoros                                         ,DAC,330675.0,138448.0,224813.0,167260.0,284408.0,279718.0,293795.0,3.0,5.0,1.0,7.0,3.0,12.0,7.0
5018.0,5,18,Coahuila de Zaragoza                              ,Monclova                                          ,1D,181110326.0,207679751.0,207824322.0,198049342.0,204875217.0,214529966.0,217239215.0,65520.0,66681.0,68282.0,70169.0,70746.0,72914.0,74428.0
5018.0,5,18,Coahuila de Zaragoza                              ,Monclova                                          ,DAC,3695981.0,4554363.0,3787213.0,3010014.0,3035185.0,3080973.0,2057468.0,192.0,344.0,233.0,149.0,182.0,188.0,121.0
5019.0,5,19,Coahuila de Zaragoza                              ,Morelos                                           ,1C,6816780.0,7254528.0,6079136.0,6802457.0,7023182.0,7296740.0,7620152.0,2808.0,2828.0,2862.0,2885.0,2985.0,3032.0,3091.0
5019.0,5,19,Coahuila de Zaragoza                              ,Morelos                                           ,DAC,154284.0,170144.0,117639.0,156944.0,126054.0,185900.0,177467.0,11.0,7.0,9.0,9.0,9.0,10.0,10.0
5020.0,5,20,Coahuila de Zaragoza                              ,Muzquiz                                           ,1E,47522001.0,58270012.0,56850264.0,55275186.0,56821413.0,58985985.0,60483665.0,20484.0,20865.0,21257.0,21608.0,21400.0,22598.0,23094.0
5020.0,5,20,Coahuila de Zaragoza                              ,Muzquiz                                           ,DAC,90784.0,8805.0,0.0,9849.0,99923.0,11569.0,62820.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5021.0,5,21,Coahuila de Zaragoza                              ,Nadadores                                         ,1C,4045293.0,4432466.0,4012822.0,4307552.0,4311214.0,4621073.0,4753226.0,2210.0,2221.0,2284.0,2310.0,2359.0,2437.0,2492.0
5021.0,5,21,Coahuila de Zaragoza                              ,Nadadores                                         ,DAC,15125.0,30565.0,10658.0,13107.0,5495.0,0.0,3481.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
5022.0,5,22,Coahuila de Zaragoza                              ,Nava                                              ,1E,16872402.0,20436226.0,22030164.0,22445315.0,23762785.0,25018526.0,26849752.0,6251.0,6504.0,7898.0,8083.0,8322.0,8685.0,8805.0
5022.0,5,22,Coahuila de Zaragoza                              ,Nava                                              ,DAC,33610.0,42491.0,71290.0,55318.0,111334.0,58606.0,103956.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5023.0,5,23,Coahuila de Zaragoza                              ,Ocampo                                            ,1B,3109861.0,3431362.0,3128047.0,3283118.0,3438592.0,3337573.0,3411529.0,1728.0,1747.0,1758.0,2215.0,1912.0,2288.0,2563.0
5023.0,5,23,Coahuila de Zaragoza                              ,Ocampo                                            ,DAC,82069.0,39149.0,46615.0,92558.0,109768.0,158630.0,47339.0,10.0,4.0,4.0,13.0,8.0,36.0,11.0
5024.0,5,24,Coahuila de Zaragoza                              ,Parras                                            ,1A,14892548.0,15702891.0,15467378.0,15397201.0,15430728.0,15706093.0,15316357.0,13033.0,13151.0,13500.0,13589.0,14149.0,14177.0,14020.0
5024.0,5,24,Coahuila de Zaragoza                              ,Parras                                            ,DAC,906573.0,773905.0,512076.0,619054.0,558812.0,913265.0,736418.0,111.0,107.0,86.0,89.0,87.0,93.0,123.0
5025.0,5,25,Coahuila de Zaragoza                              ,Piedras Negras                                    ,1E,175057919.0,181420356.0,187349652.0,182383304.0,193080211.0,204354534.0,214354343.0,48775.0,49299.0,49879.0,51364.0,53143.0,56146.0,58477.0
5025.0,5,25,Coahuila de Zaragoza                              ,Piedras Negras                                    ,DAC,1349714.0,1297192.0,726639.0,841784.0,771183.0,782004.0,717584.0,18.0,33.0,12.0,10.0,9.0,8.0,14.0
5026.0,5,26,Coahuila de Zaragoza                              ,Progreso                                          ,1C,2420374.0,6250553.0,3074515.0,2544607.0,2514445.0,2514925.0,2470213.0,1334.0,2546.0,1399.0,1410.0,1408.0,1429.0,1417.0
5026.0,5,26,Coahuila de Zaragoza                              ,Progreso                                          ,DAC,51892.0,90913.0,41362.0,45185.0,48584.0,56750.0,59255.0,3.0,9.0,3.0,4.0,5.0,6.0,3.0
5027.0,5,27,Coahuila de Zaragoza                              ,Ramos Arizpe                                      ,1A,13941015.0,18625379.0,25536156.0,32734800.0,35357033.0,36929742.0,39119662.0,13164.0,14072.0,22543.0,26012.0,27910.0,29304.0,30202.0
5027.0,5,27,Coahuila de Zaragoza                              ,Ramos Arizpe                                      ,DAC,6138289.0,7102331.0,6970177.0,3581147.0,1888904.0,2254697.0,2599977.0,1210.0,1191.0,1290.0,354.0,375.0,347.0,379.0
5028.0,5,28,Coahuila de Zaragoza                              ,Sabinas                                           ,1E,57992529.0,68767870.0,64640468.0,61771436.0,65670450.0,70981265.0,70566406.0,20183.0,20742.0,20825.0,21306.0,22344.0,22528.0,23016.0
5028.0,5,28,Coahuila de Zaragoza                              ,Sabinas                                           ,DAC,114330.0,172163.0,17839.0,242797.0,74875.0,76915.0,143879.0,0.0,7.0,1.0,1.0,2.0,1.0,2.0
5029.0,5,29,Coahuila de Zaragoza                              ,Sacramento                                        ,1C,2757014.0,1912167.0,3657631.0,2695669.0,2218671.0,1763406.0,3866574.0,732.0,768.0,2640.0,828.0,1440.0,951.0,2476.0
5029.0,5,29,Coahuila de Zaragoza                              ,Sacramento                                        ,DAC,103613.0,14513.0,110323.0,49188.0,78268.0,28175.0,1935404.0,9.0,0.0,26.0,0.0,13.0,3.0,509.0
5030.0,5,30,Coahuila de Zaragoza                              ,Saltillo                                          ,1,272557276.0,295221160.0,288734434.0,295338562.0,300062840.0,306522635.0,317843463.0,210681.0,214345.0,215368.0,222933.0,228826.0,235804.0,239178.0
5030.0,5,30,Coahuila de Zaragoza                              ,Saltillo                                          ,DAC,38557421.0,39806001.0,33484972.0,33688004.0,35711375.0,34827773.0,32939655.0,8507.0,8895.0,7081.0,8066.0,7611.0,7850.0,7247.0
5031.0,5,31,Coahuila de Zaragoza                              ,San Buenaventura                                  ,1C,15735659.0,17560236.0,16715999.0,17255638.0,17877455.0,19366240.0,20044429.0,7444.0,7636.0,7851.0,8050.0,8264.0,8498.0,8766.0
